Contact,Day,Default,Education,Housing,Job,Loan,Marital,Month,Poutcome,Y,Age,Balance,Campaign,Duration,Pdays,Previous
cellular,30,no,secondary,no,blue-collar,no,single,jul,unknown,no,26,179,3,103,-1,0
cellular,6,no,secondary,yes,admin.,no,single,apr,failure,no,47,1544,1,104,312,1
telephone,18,no,primary,no,blue-collar,no,married,aug,unknown,no,48,199,2,29,-1,0
unknown,12,no,unknown,yes,blue-collar,no,married,may,unknown,no,60,231,2,57,-1,0
unknown,4,no,secondary,yes,admin.,no,divorced,jun,unknown,no,27,76,1,236,-1,0
cellular,11,no,tertiary,no,unemployed,no,single,feb,unknown,yes,30,302,3,528,-1,0
cellular,31,no,secondary,yes,admin.,no,single,jul,unknown,no,28,189,2,68,-1,0
telephone,7,no,primary,no,retired,no,married,jul,unknown,yes,58,565,1,876,-1,0
cellular,1,no,tertiary,no,entrepreneur,no,married,sep,unknown,no,37,310,1,76,-1,0
unknown,26,no,secondary,yes,services,no,married,may,unknown,no,36,1746,1,99,-1,0
cellular,18,no,secondary,yes,technician,no,married,may,failure,no,39,6,3,122,357,4
cellular,29,no,primary,no,unemployed,yes,married,jan,unknown,no,52,-110,1,141,-1,0
unknown,29,no,secondary,yes,retired,yes,married,may,unknown,no,55,2749,2,58,-1,0
cellular,30,no,tertiary,no,management,no,single,mar,unknown,no,30,6495,3,78,-1,0
unknown,3,no,secondary,yes,blue-collar,no,single,jun,unknown,no,36,35,3,435,-1,0
cellular,15,no,secondary,no,admin.,no,married,may,failure,no,39,-650,2,123,364,1
telephone,28,no,primary,no,blue-collar,yes,married,jul,unknown,no,47,292,3,210,-1,0
unknown,15,no,primary,yes,housemaid,no,single,may,unknown,no,42,5774,2,54,-1,0
unknown,20,no,secondary,yes,management,no,married,may,unknown,no,42,2416,4,138,-1,0
cellular,29,no,secondary,no,retired,no,married,jul,unknown,no,58,35,7,336,-1,0
cellular,4,no,secondary,yes,retired,no,married,aug,unknown,yes,68,19317,1,249,-1,0
unknown,28,no,secondary,no,technician,no,married,may,unknown,no,43,50,1,63,-1,0
unknown,5,no,secondary,yes,blue-collar,no,married,may,unknown,no,44,-674,1,257,-1,0
cellular,5,no,tertiary,no,technician,no,married,aug,unknown,yes,49,3726,2,875,-1,0
unknown,14,no,tertiary,yes,retired,yes,married,may,unknown,no,57,1180,2,191,-1,0
cellular,24,no,tertiary,no,self-employed,no,divorced,feb,unknown,yes,61,6610,2,481,-1,0
cellular,18,no,secondary,yes,admin.,no,single,may,unknown,no,36,319,2,120,-1,0
cellular,13,no,secondary,yes,blue-collar,yes,married,may,unknown,no,31,1545,1,207,-1,0
telephone,5,no,tertiary,no,technician,no,married,jun,unknown,no,51,1315,2,303,-1,0
cellular,21,no,tertiary,no,technician,no,single,aug,unknown,no,31,424,2,93,-1,0
cellular,3,no,primary,no,blue-collar,no,married,feb,unknown,no,56,151,1,128,-1,0
cellular,21,no,tertiary,no,technician,yes,single,aug,unknown,no,30,-970,2,194,-1,0
unknown,30,no,secondary,yes,services,yes,married,may,unknown,no,38,-762,2,408,-1,0
cellular,31,no,secondary,yes,services,no,married,jul,unknown,no,35,181,3,5,-1,0
cellular,17,no,unknown,yes,blue-collar,no,married,jul,unknown,no,31,-120,2,231,-1,0
unknown,20,no,secondary,yes,admin.,no,divorced,jun,unknown,no,39,1022,3,20,-1,0
cellular,14,no,tertiary,yes,management,no,married,jan,other,no,50,78,3,218,161,9
unknown,23,no,tertiary,no,technician,no,married,jul,unknown,no,39,209,2,36,-1,0
cellular,16,no,secondary,no,admin.,no,married,jul,unknown,no,26,2469,8,136,-1,0
cellular,19,no,secondary,no,technician,no,married,nov,unknown,no,55,0,1,336,-1,0
cellular,8,no,primary,no,blue-collar,yes,divorced,jul,unknown,no,43,328,1,192,-1,0
cellular,26,no,tertiary,no,housemaid,no,married,may,failure,no,34,0,1,141,188,1
unknown,17,no,primary,yes,self-employed,yes,married,jun,unknown,no,51,307,2,65,-1,0
cellular,30,no,tertiary,yes,management,no,married,jan,other,no,31,1384,2,203,2,3
cellular,26,no,tertiary,no,management,no,married,aug,unknown,no,32,0,9,104,-1,0
unknown,14,no,secondary,yes,technician,no,married,may,unknown,no,53,719,1,230,-1,0
cellular,10,no,tertiary,no,management,no,divorced,aug,unknown,no,44,0,1,71,-1,0
unknown,21,no,tertiary,yes,entrepreneur,no,married,may,unknown,no,38,6704,2,205,-1,0
unknown,14,no,tertiary,yes,self-employed,no,married,may,unknown,no,47,4543,1,162,-1,0
unknown,27,no,tertiary,yes,management,no,married,may,unknown,no,36,0,2,145,-1,0
unknown,3,no,tertiary,yes,management,no,single,jun,unknown,no,30,149,2,220,-1,0
telephone,6,no,secondary,yes,blue-collar,no,married,may,failure,no,46,-1400,3,309,355,4
unknown,27,no,secondary,yes,entrepreneur,yes,married,may,unknown,no,33,-118,3,421,-1,0
cellular,8,no,secondary,no,blue-collar,no,married,sep,success,yes,43,2160,1,261,98,1
cellular,13,no,tertiary,no,management,no,married,aug,unknown,no,38,3452,2,132,-1,0
cellular,30,no,secondary,no,technician,no,single,jul,other,no,27,842,1,273,91,1
cellular,25,no,unknown,no,management,no,married,nov,success,yes,38,3576,2,349,183,1
unknown,9,no,tertiary,no,unemployed,no,married,jun,unknown,no,41,1666,3,291,-1,0
cellular,28,no,secondary,yes,technician,no,married,jul,unknown,no,29,0,6,83,-1,0
unknown,20,no,secondary,yes,services,no,married,may,unknown,no,39,0,2,793,-1,0
cellular,5,no,primary,yes,blue-collar,no,single,feb,success,no,42,1628,1,119,195,8
unknown,16,no,secondary,yes,services,yes,married,may,unknown,no,47,51,1,312,-1,0
unknown,14,yes,secondary,no,blue-collar,no,single,may,unknown,no,30,447,6,103,-1,0
cellular,16,no,secondary,yes,admin.,no,married,jul,unknown,no,34,396,3,101,-1,0
unknown,20,no,primary,no,housemaid,no,married,jun,unknown,no,45,4994,1,48,-1,0
cellular,21,no,secondary,yes,admin.,no,married,jul,unknown,no,43,3215,3,228,-1,0
unknown,20,no,primary,no,blue-collar,no,married,jun,unknown,no,59,2814,3,81,-1,0
cellular,7,no,secondary,no,technician,no,married,jul,unknown,no,50,0,2,152,-1,0
unknown,23,no,secondary,yes,blue-collar,no,married,may,unknown,no,39,293,3,160,-1,0
unknown,27,no,secondary,yes,technician,no,married,may,unknown,no,36,474,1,59,-1,0
cellular,21,no,secondary,yes,blue-collar,no,married,nov,unknown,no,44,16178,1,297,-1,0
cellular,22,no,tertiary,no,technician,no,married,aug,unknown,no,36,0,2,147,-1,0
cellular,4,no,tertiary,no,management,no,single,may,unknown,no,27,88,1,143,-1,0
unknown,28,no,secondary,yes,services,no,married,may,unknown,no,29,308,1,75,-1,0
telephone,14,no,secondary,no,retired,no,married,may,failure,no,70,1164,3,338,185,2
unknown,11,no,tertiary,no,management,no,married,jun,unknown,no,44,13893,2,29,-1,0
unknown,14,no,tertiary,yes,management,no,married,may,unknown,no,55,0,2,159,-1,0
unknown,2,no,secondary,yes,technician,no,divorced,jun,unknown,no,36,-435,8,85,-1,0
cellular,11,no,secondary,yes,technician,no,single,may,unknown,no,28,389,7,15,-1,0
cellular,8,no,tertiary,no,management,no,divorced,may,other,no,50,356,2,198,358,5
unknown,19,no,secondary,no,technician,no,married,may,unknown,no,49,2718,2,114,-1,0
cellular,12,no,tertiary,no,retired,no,divorced,aug,unknown,no,71,261,2,1117,-1,0
cellular,3,no,secondary,no,admin.,no,single,feb,unknown,no,31,757,2,343,-1,0
cellular,31,no,tertiary,no,management,no,single,jul,unknown,no,45,16,2,59,-1,0
cellular,9,no,secondary,no,blue-collar,no,married,jul,unknown,no,42,-422,1,31,-1,0
cellular,16,no,secondary,no,admin.,no,married,jul,unknown,no,45,248,2,212,-1,0
unknown,7,no,primary,yes,technician,no,married,may,unknown,no,47,145,6,157,-1,0
cellular,8,no,secondary,no,retired,yes,divorced,jul,unknown,no,60,598,1,96,-1,0
unknown,27,no,tertiary,yes,management,no,married,may,unknown,no,35,949,2,245,-1,0
cellular,11,no,tertiary,no,technician,no,single,aug,unknown,no,31,614,4,72,-1,0
cellular,16,no,primary,yes,blue-collar,no,married,apr,unknown,no,33,1209,1,700,-1,0
cellular,15,no,tertiary,yes,self-employed,no,married,apr,failure,no,50,202,1,107,148,4
cellular,18,no,secondary,yes,blue-collar,no,married,aug,unknown,no,51,1840,3,312,-1,0
cellular,4,no,secondary,yes,technician,yes,married,jun,other,no,34,114,1,153,309,3
cellular,23,no,secondary,no,services,yes,married,jul,unknown,no,56,-229,10,55,-1,0
telephone,13,no,secondary,yes,services,no,married,may,unknown,no,29,182,3,38,-1,0
cellular,14,no,secondary,no,blue-collar,no,married,aug,unknown,no,31,401,3,96,-1,0
unknown,23,no,unknown,yes,technician,no,divorced,may,unknown,no,44,759,1,397,-1,0
telephone,30,no,secondary,no,retired,yes,married,jul,unknown,no,55,4194,3,208,-1,0
telephone,28,no,unknown,no,student,no,single,jan,unknown,no,35,0,3,122,-1,0
cellular,29,no,tertiary,yes,technician,yes,married,dec,failure,no,36,629,1,109,246,1
unknown,26,no,secondary,yes,retired,yes,married,may,unknown,no,54,153,1,74,-1,0
cellular,22,no,tertiary,yes,management,no,married,jul,unknown,no,32,553,1,72,-1,0
cellular,5,no,tertiary,no,management,no,divorced,feb,unknown,no,36,1057,2,383,-1,0
unknown,12,no,secondary,yes,retired,no,married,may,unknown,no,60,78,3,113,-1,0
unknown,4,no,secondary,no,technician,yes,single,jul,unknown,no,32,-28,1,400,-1,0
cellular,19,no,tertiary,no,management,no,married,aug,unknown,no,57,929,8,387,-1,0
cellular,18,no,primary,yes,blue-collar,no,married,may,unknown,no,34,428,2,59,-1,0
cellular,13,no,secondary,yes,student,no,single,may,failure,no,27,268,1,528,358,2
cellular,26,no,tertiary,no,management,no,single,aug,unknown,yes,52,83,6,1223,-1,0
telephone,30,no,unknown,yes,admin.,no,divorced,jul,unknown,no,45,998,2,38,-1,0
cellular,4,no,secondary,no,admin.,no,single,dec,success,no,58,2223,2,1139,114,1
cellular,19,no,primary,yes,blue-collar,no,single,nov,unknown,no,39,6,2,286,-1,0
cellular,3,no,secondary,yes,blue-collar,yes,single,feb,unknown,no,48,312,2,369,-1,0
cellular,13,no,secondary,no,management,no,single,aug,unknown,no,36,0,5,333,-1,0
cellular,8,no,secondary,yes,technician,no,single,may,unknown,no,31,691,1,198,-1,0
cellular,26,no,tertiary,yes,management,no,married,aug,unknown,no,41,771,8,106,-1,0
cellular,22,no,secondary,no,self-employed,no,single,jul,unknown,no,30,192,1,423,-1,0
cellular,12,no,tertiary,no,retired,no,married,aug,unknown,no,57,0,4,116,-1,0
unknown,19,no,secondary,yes,admin.,no,single,may,other,yes,29,1070,1,30,357,1
cellular,13,no,secondary,yes,services,no,divorced,apr,unknown,yes,29,84,2,1101,-1,0
cellular,16,no,tertiary,no,management,no,single,jun,failure,no,30,2,1,102,85,1
cellular,6,no,tertiary,yes,management,no,married,aug,unknown,no,44,1242,6,384,-1,0
cellular,4,no,unknown,no,student,no,single,sep,failure,no,33,5969,2,156,127,8
telephone,17,no,secondary,yes,admin.,no,divorced,nov,unknown,no,56,3337,3,99,-1,0
telephone,18,no,secondary,no,services,no,single,jun,other,yes,26,1347,6,280,92,5
telephone,29,no,secondary,no,technician,no,married,aug,unknown,no,52,64,2,20,-1,0
unknown,2,no,secondary,yes,management,no,single,jun,unknown,no,32,249,1,258,-1,0
cellular,29,no,secondary,no,technician,no,single,aug,unknown,no,36,0,6,85,-1,0
unknown,4,no,secondary,no,blue-collar,no,married,jul,unknown,no,26,128,1,355,-1,0
unknown,5,no,secondary,yes,blue-collar,no,married,jun,unknown,no,37,196,3,66,-1,0
cellular,18,no,secondary,yes,technician,no,married,jul,unknown,no,34,351,1,467,-1,0
cellular,7,no,secondary,yes,services,no,single,may,failure,no,26,5533,2,582,283,4
cellular,15,no,secondary,yes,services,no,married,may,unknown,yes,32,38,1,744,-1,0
cellular,30,yes,tertiary,no,management,no,single,jul,unknown,no,30,35,4,185,-1,0
cellular,12,no,secondary,yes,technician,no,single,may,unknown,no,27,235,5,13,-1,0
cellular,4,no,secondary,yes,admin.,no,single,feb,failure,no,42,30,1,98,266,3
unknown,9,no,primary,yes,blue-collar,no,single,may,unknown,no,33,92,1,127,-1,0
unknown,3,no,secondary,no,blue-collar,no,married,jun,unknown,no,37,67,2,45,-1,0
cellular,29,no,secondary,yes,blue-collar,no,married,jan,unknown,no,45,4022,3,244,-1,0
unknown,16,no,tertiary,no,entrepreneur,no,married,jun,unknown,yes,36,3057,4,2769,-1,0
cellular,12,no,tertiary,yes,management,no,single,may,failure,no,39,0,4,561,369,3
cellular,22,no,tertiary,no,management,no,single,aug,unknown,no,33,349,1,182,-1,0
cellular,22,no,secondary,no,services,no,married,aug,unknown,no,47,2322,1,618,-1,0
unknown,6,no,secondary,yes,entrepreneur,yes,married,may,unknown,no,49,167,3,198,-1,0
cellular,19,no,secondary,no,management,no,divorced,aug,unknown,no,46,558,6,126,-1,0
cellular,16,no,secondary,yes,services,yes,married,jul,unknown,no,31,-230,1,715,-1,0
cellular,21,no,secondary,yes,unemployed,no,divorced,nov,unknown,no,43,4094,1,63,-1,0
unknown,21,yes,secondary,yes,blue-collar,no,single,may,unknown,yes,30,239,1,412,-1,0
cellular,13,no,tertiary,no,management,no,divorced,may,failure,no,43,497,1,66,363,22
cellular,17,no,secondary,yes,blue-collar,no,married,nov,unknown,no,42,179,1,96,-1,0
cellular,30,no,tertiary,no,admin.,no,single,apr,success,yes,30,305,1,633,85,2
unknown,5,no,tertiary,yes,management,no,single,may,unknown,no,33,-67,1,364,-1,0
unknown,30,no,secondary,no,admin.,no,married,may,unknown,no,41,4539,3,298,-1,0
cellular,17,no,secondary,yes,blue-collar,no,single,apr,unknown,no,29,770,1,341,-1,0
unknown,26,no,secondary,yes,unemployed,no,married,may,unknown,no,38,-673,1,364,-1,0
cellular,12,no,tertiary,yes,technician,no,married,jun,failure,no,29,858,7,234,330,1
cellular,23,no,primary,no,housemaid,no,married,feb,failure,yes,80,0,1,639,189,1
cellular,8,no,tertiary,no,management,no,single,aug,unknown,no,38,5244,4,310,-1,0
unknown,2,no,primary,yes,blue-collar,no,divorced,jun,unknown,no,36,117,4,123,-1,0
cellular,2,no,tertiary,no,self-employed,no,married,jun,unknown,no,38,846,1,253,-1,0
cellular,11,yes,secondary,yes,management,no,married,jul,unknown,no,44,0,2,96,-1,0
cellular,30,no,tertiary,no,management,no,married,apr,success,yes,31,1331,1,297,86,3
unknown,26,no,secondary,yes,services,yes,single,may,unknown,no,31,31,2,501,-1,0
cellular,15,no,primary,yes,admin.,no,divorced,may,failure,no,57,179,1,67,368,2
unknown,21,no,primary,yes,blue-collar,no,married,may,unknown,no,37,543,1,281,-1,0
cellular,5,no,secondary,yes,blue-collar,yes,married,may,unknown,no,50,253,2,475,-1,0
cellular,6,no,primary,no,retired,no,married,oct,unknown,no,60,71188,1,205,-1,0
cellular,8,no,tertiary,yes,management,no,married,oct,other,no,51,5108,1,272,102,8
cellular,15,no,secondary,yes,blue-collar,no,married,apr,unknown,no,48,1738,1,349,-1,0
cellular,3,no,primary,yes,blue-collar,no,married,feb,failure,no,42,-97,4,216,271,5
cellular,9,no,secondary,yes,blue-collar,no,married,jul,unknown,no,36,199,1,183,-1,0
cellular,8,no,tertiary,yes,management,no,married,may,other,no,43,489,1,130,172,2
unknown,4,no,primary,yes,admin.,yes,married,jun,unknown,no,31,355,6,61,-1,0
unknown,6,no,secondary,yes,technician,no,single,jun,unknown,no,49,-97,2,92,-1,0
cellular,5,no,tertiary,no,management,yes,divorced,aug,unknown,no,35,473,2,37,-1,0
cellular,19,no,secondary,yes,entrepreneur,no,married,nov,unknown,no,44,6649,2,354,-1,0
cellular,4,no,tertiary,no,self-employed,no,married,may,other,no,34,263,1,203,78,8
unknown,13,no,secondary,no,blue-collar,no,married,may,unknown,no,46,781,1,152,-1,0
unknown,2,no,primary,yes,blue-collar,no,married,jun,unknown,no,49,1032,5,41,-1,0
cellular,4,no,secondary,no,blue-collar,no,married,may,unknown,no,32,119,5,20,-1,0
cellular,11,no,tertiary,yes,management,no,divorced,may,success,no,35,434,1,277,271,2
unknown,17,no,secondary,no,admin.,no,married,jun,unknown,no,51,2967,2,83,-1,0
unknown,6,no,secondary,yes,retired,no,divorced,may,unknown,no,57,-331,1,531,-1,0
telephone,28,no,tertiary,no,management,no,married,aug,unknown,no,59,1585,5,91,-1,0
unknown,5,no,unknown,yes,services,no,divorced,may,unknown,no,40,4384,1,315,-1,0
cellular,28,no,tertiary,no,management,no,single,aug,unknown,no,49,588,9,70,-1,0
cellular,9,no,secondary,yes,management,no,married,jul,unknown,no,51,3180,1,384,-1,0
unknown,4,yes,secondary,no,admin.,yes,married,jul,unknown,no,35,0,3,105,-1,0
unknown,27,no,secondary,yes,self-employed,no,married,may,unknown,no,29,-76,2,305,-1,0
cellular,25,no,secondary,yes,services,no,single,may,unknown,yes,32,152,2,158,-1,0
cellular,13,no,secondary,yes,housemaid,no,divorced,may,failure,no,37,1040,1,199,173,2
unknown,27,no,primary,yes,unemployed,no,married,may,unknown,no,49,-384,1,25,-1,0
unknown,27,no,unknown,yes,technician,no,married,may,unknown,no,45,473,1,147,-1,0
cellular,29,no,secondary,yes,technician,no,single,jul,unknown,no,34,475,8,538,-1,0
cellular,22,no,secondary,no,technician,no,married,aug,unknown,no,53,0,9,77,-1,0
cellular,20,no,primary,no,entrepreneur,no,married,aug,unknown,no,42,149,2,94,-1,0
unknown,13,no,secondary,yes,technician,no,married,may,unknown,yes,43,3285,2,1721,-1,0
cellular,19,no,secondary,no,retired,no,married,nov,failure,no,52,424,1,143,154,3
cellular,20,no,secondary,no,blue-collar,yes,single,nov,unknown,no,34,79,1,104,-1,0
cellular,7,no,tertiary,yes,technician,no,divorced,aug,unknown,yes,34,674,2,587,-1,0
cellular,22,no,secondary,yes,services,no,married,jul,unknown,yes,27,0,13,1608,-1,0
cellular,9,no,tertiary,yes,unemployed,no,married,feb,unknown,no,43,58,4,48,-1,0
cellular,9,no,tertiary,yes,technician,no,married,jul,unknown,no,41,532,1,74,-1,0
cellular,12,no,secondary,no,retired,no,married,nov,unknown,no,72,4130,1,427,-1,0
cellular,14,no,primary,yes,blue-collar,no,married,may,unknown,no,35,422,1,73,-1,0
unknown,3,no,tertiary,yes,management,no,married,jun,unknown,no,41,437,21,14,-1,0
cellular,12,no,primary,yes,blue-collar,no,divorced,may,unknown,yes,36,-308,1,725,-1,0
cellular,14,no,primary,yes,housemaid,no,married,jul,unknown,no,51,30,2,333,-1,0
cellular,13,no,tertiary,no,self-employed,no,married,aug,unknown,no,37,137,6,244,-1,0
telephone,21,no,secondary,yes,admin.,yes,single,oct,other,yes,42,-247,1,519,166,1
cellular,22,no,secondary,yes,admin.,no,single,jul,unknown,no,26,321,7,242,-1,0
cellular,18,no,secondary,yes,services,no,single,may,unknown,no,23,250,1,222,-1,0
cellular,19,no,tertiary,yes,management,no,married,nov,failure,no,50,-470,2,130,160,1
cellular,7,no,secondary,yes,blue-collar,yes,married,may,unknown,no,37,140,1,490,-1,0
cellular,20,no,tertiary,no,management,no,married,nov,unknown,no,35,2793,2,258,-1,0
cellular,29,no,tertiary,no,management,no,married,jan,unknown,no,37,410,2,337,-1,0
telephone,8,no,unknown,no,retired,no,divorced,jul,failure,no,79,2628,7,220,450,2
cellular,24,no,secondary,no,technician,no,married,aug,success,no,39,116,2,79,94,2
telephone,9,no,secondary,yes,services,no,married,jul,unknown,no,47,0,1,250,-1,0
cellular,2,no,secondary,yes,blue-collar,no,married,jun,unknown,no,44,878,1,130,-1,0
cellular,18,no,tertiary,no,management,no,single,aug,unknown,yes,36,2944,8,882,-1,0
cellular,17,no,secondary,yes,blue-collar,yes,single,apr,other,no,33,3975,1,515,150,1
cellular,5,no,secondary,yes,services,no,married,may,failure,no,42,96,3,238,340,2
telephone,28,no,tertiary,no,technician,no,single,may,unknown,no,35,2288,2,32,-1,0
unknown,13,no,secondary,yes,blue-collar,no,married,may,unknown,no,31,472,2,907,-1,0
unknown,27,no,primary,no,services,no,married,jun,unknown,no,58,65,1,162,-1,0
unknown,7,no,tertiary,no,management,no,married,may,unknown,no,46,0,2,70,-1,0
unknown,4,no,secondary,yes,admin.,no,single,jun,unknown,no,41,400,6,99,-1,0
unknown,13,no,secondary,yes,technician,no,married,may,unknown,no,58,7495,1,325,-1,0
